macNo,ev,evGol,dep,depGol
5049,ALANYASPOR,2,BTC TURK YENİ MALATYASPOR,1
5050,GALATASARAY,4,KAYSERISPOR,1
5051,YUKATEL DENİZLİSPOR,1,GÖZTEPE A.Ş.,1
5052,BTC TURK YENİ MALATYASPOR,0,ANKARAGUCU,1
5053,KONYASPOR,0,YUKATEL DENİZLİSPOR,0
5054,GENÇLERBİRLİĞİ,0,TRABZONSPOR,2
5055,BESIKTAS,3,GAZIANTEPFK,0
5056,FENERBAHCE,1,ALANYASPOR,1
5057,KAYSERISPOR,2,FRAPORT-TAV ANTALYASPOR,2
5058,SIVASSPOR,1,BASAKSEHIR,1
5059,KASIMPASA,0,GALATASARAY,3
5060,GÖZTEPE A.Ş.,2,RIZESPOR,0
5061,BASAKSEHIR,1,BESIKTAS,0
5062,YUKATEL DENİZLİSPOR,0,KAYSERISPOR,1
5063,KONYASPOR,1,GÖZTEPE A.Ş.,3
5064,ANKARAGUCU,2,FENERBAHCE,1
5065,ALANYASPOR,0,GENÇLERBİRLİĞİ,1
5066,TRABZONSPOR,2,SIVASSPOR,1
5067,GALATASARAY,1,BTC TURK YENİ MALATYASPOR,0
5068,GAZIANTEPFK,2,RIZESPOR,0
5069,FRAPORT-TAV ANTALYASPOR,3,KASIMPASA,1
5070,SIVASSPOR,1,ALANYASPOR,0
5071,KAYSERISPOR,2,KONYASPOR,2
5072,GÖZTEPE A.Ş.,1,GAZIANTEPFK,1
5073,BESIKTAS,2,TRABZONSPOR,2
5074,BTC TURK YENİ MALATYASPOR,1,FRAPORT-TAV ANTALYASPOR,2
5075,GENÇLERBİRLİĞİ,1,ANKARAGUCU,0
5076,FENERBAHCE,1,GALATASARAY,3
5077,RIZESPOR,1,BASAKSEHIR,2
5078,KASIMPASA,2,YUKATEL DENİZLİSPOR,0
5079,ALANYASPOR,1,BESIKTAS,2
5080,KONYASPOR,0,KASIMPASA,0
5081,TRABZONSPOR,5,RIZESPOR,2
5082,FRAPORT-TAV ANTALYASPOR,2,FENERBAHCE,2
5083,YUKATEL DENİZLİSPOR,2,BTC TURK YENİ MALATYASPOR,0
5084,ANKARAGUCU,0,SIVASSPOR,3
5085,GALATASARAY,3,GENÇLERBİRLİĞİ,0
5086,BASAKSEHIR,3,GAZIANTEPFK,1
5087,KAYSERISPOR,1,GÖZTEPE A.Ş.,0
5088,BESIKTAS,2,ANKARAGUCU,1
5089,BTC TURK YENİ MALATYASPOR,1,KONYASPOR,1
5090,GAZIANTEPFK,1,TRABZONSPOR,1
5091,GÖZTEPE A.Ş.,0,BASAKSEHIR,3
5092,FENERBAHCE,2,YUKATEL DENİZLİSPOR,2
5093,KASIMPASA,5,KAYSERISPOR,1
5094,RIZESPOR,1,ALANYASPOR,1
5095,SIVASSPOR,2,GALATASARAY,2
5096,GENÇLERBİRLİĞİ,1,FRAPORT-TAV ANTALYASPOR,1
5097,ANKARAGUCU,2,RIZESPOR,1
5098,KASIMPASA,2,GÖZTEPE A.Ş.,0
5099,YUKATEL DENİZLİSPOR,1,GENÇLERBİRLİĞİ,0
5100,ALANYASPOR,1,GAZIANTEPFK,0
5101,KONYASPOR,1,FENERBAHCE,0
5102,KAYSERISPOR,2,BTC TURK YENİ MALATYASPOR,1
5103,TRABZONSPOR,1,BASAKSEHIR,1
5104,GALATASARAY,0,BESIKTAS,0
5105,FRAPORT-TAV ANTALYASPOR,1,SIVASSPOR,0
5106,GÖZTEPE A.Ş.,1,TRABZONSPOR,3
5107,FENERBAHCE,2,KAYSERISPOR,1
5108,BASAKSEHIR,2,ALANYASPOR,0
5109,BESIKTAS,1,FRAPORT-TAV ANTALYASPOR,2
5110,BTC TURK YENİ MALATYASPOR,1,KASIMPASA,2
5111,GENÇLERBİRLİĞİ,2,KONYASPOR,1
5112,RIZESPOR,2,GALATASARAY,0
5113,GAZIANTEPFK,1,ANKARAGUCU,1
5114,SIVASSPOR,1,YUKATEL DENİZLİSPOR,0
5115,ANKARAGUCU,1,BASAKSEHIR,2
5116,KAYSERISPOR,2,GENÇLERBİRLİĞİ,0
5117,BTC TURK YENİ MALATYASPOR,2,GÖZTEPE A.Ş.,1
5118,YUKATEL DENİZLİSPOR,1,BESIKTAS,5
5119,KASIMPASA,2,FENERBAHCE,0
5120,GALATASARAY,3,GAZIANTEPFK,3
5121,KONYASPOR,2,SIVASSPOR,2
5122,ALANYASPOR,2,TRABZONSPOR,2
5123,FRAPORT-TAV ANTALYASPOR,3,RIZESPOR,1
5124,BESIKTAS,3,KONYASPOR,0
5125,FENERBAHCE,3,BTC TURK YENİ MALATYASPOR,2
5126,TRABZONSPOR,1,ANKARAGUCU,1
5127,GÖZTEPE A.Ş.,3,ALANYASPOR,3
5128,SIVASSPOR,0,KAYSERISPOR,2
5129,RIZESPOR,2,YUKATEL DENİZLİSPOR,2
5130,BASAKSEHIR,1,GALATASARAY,1
5131,GAZIANTEPFK,1,FRAPORT-TAV ANTALYASPOR,1
5132,GENÇLERBİRLİĞİ,0,KASIMPASA,2
5133,YUKATEL DENİZLİSPOR,0,GAZIANTEPFK,1
5134,BTC TURK YENİ MALATYASPOR,0,GENÇLERBİRLİĞİ,0
5135,ANKARAGUCU,1,ALANYASPOR,4
5136,FRAPORT-TAV ANTALYASPOR,0,BASAKSEHIR,2
5137,FENERBAHCE,2,GÖZTEPE A.Ş.,1
5138,KASIMPASA,0,SIVASSPOR,0
5139,KONYASPOR,1,RIZESPOR,0
5140,GALATASARAY,1,TRABZONSPOR,3
5141,KAYSERISPOR,3,BESIKTAS,1
5142,GENÇLERBİRLİĞİ,1,FENERBAHCE,1
5143,BASAKSEHIR,2,YUKATEL DENİZLİSPOR,0
5144,SIVASSPOR,0,BTC TURK YENİ MALATYASPOR,1
5145,TRABZONSPOR,2,FRAPORT-TAV ANTALYASPOR,2
5146,ALANYASPOR,4,GALATASARAY,1
5147,GÖZTEPE A.Ş.,2,ANKARAGUCU,2
5148,RIZESPOR,3,KAYSERISPOR,2
5149,BESIKTAS,3,KASIMPASA,2
5150,GAZIANTEPFK,3,KONYASPOR,1
5151,GÖZTEPE A.Ş.,1,GENÇLERBİRLİĞİ,3
5152,ANKARAGUCU,1,GALATASARAY,0
5153,FENERBAHCE,1,SIVASSPOR,2
5154,FRAPORT-TAV ANTALYASPOR,1,ALANYASPOR,0
5155,KASIMPASA,2,RIZESPOR,0
5156,KAYSERISPOR,1,GAZIANTEPFK,1
5157,YUKATEL DENİZLİSPOR,2,TRABZONSPOR,1
5158,KONYASPOR,4,BASAKSEHIR,3
5159,BTC TURK YENİ MALATYASPOR,0,BESIKTAS,1
5160,GALATASARAY,3,GÖZTEPE A.Ş.,1
5161,GAZIANTEPFK,2,KASIMPASA,2
5162,RIZESPOR,3,BTC TURK YENİ MALATYASPOR,0
5163,TRABZONSPOR,3,KONYASPOR,4
5164,ANKARAGUCU,0,FRAPORT-TAV ANTALYASPOR,1
5165,SIVASSPOR,2,GENÇLERBİRLİĞİ,0
5166,BESIKTAS,2,FENERBAHCE,0
5167,BASAKSEHIR,1,KAYSERISPOR,0
5168,ALANYASPOR,1,YUKATEL DENİZLİSPOR,0
5169,FRAPORT-TAV ANTALYASPOR,2,GALATASARAY,2
5170,GÖZTEPE A.Ş.,3,SIVASSPOR,1
5171,GENÇLERBİRLİĞİ,0,BESIKTAS,3
5172,YUKATEL DENİZLİSPOR,0,ANKARAGUCU,1
5173,KONYASPOR,2,ALANYASPOR,3
5174,KAYSERISPOR,1,TRABZONSPOR,2
5175,BTC TURK YENİ MALATYASPOR,0,GAZIANTEPFK,1
5176,FENERBAHCE,3,RIZESPOR,1
5177,KASIMPASA,3,BASAKSEHIR,2
5178,RIZESPOR,1,FENERBAHCE,2
5179,SIVASSPOR,0,ALANYASPOR,2
5180,KARAGUMRUK,3,YENİ MALATYASPOR,0
5181,GALATASARAY,3,GAZIANTEPFK,1
5182,GÖZTEPE A.Ş.,5,YUKATEL DENİZLİSPOR,1
5183,ANKARAGUCU,1,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,2
5184,KAYSERISPOR,1,KASIMPASA,0
5185,TRABZONSPOR,1,BESIKTAS,3
5186,FRAPORT-TAV ANTALYASPOR,2,GENÇLERBİRLİĞİ,0
5187,HATAYSPOR,2,BASAKSEHIR,0
5188,YENİ MALATYASPOR,1,GÖZTEPE A.Ş.,1
5189,GENÇLERBİRLİĞİ,0,KONYASPOR,0
5190,YUKATEL DENİZLİSPOR,0,TRABZONSPOR,0
5191,BESIKTAS,1,FRAPORT-TAV ANTALYASPOR,1
5192,ALANYASPOR,2,KAYSERISPOR,0
5193,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1,SIVASSPOR,2
5194,KASIMPASA,2,RIZESPOR,0
5195,GAZIANTEPFK,2,KARAGUMRUK,2
5196,BASAKSEHIR,0,GALATASARAY,2
5197,FENERBAHCE,0,HATAYSPOR,0
5198,KARAGUMRUK,2,BASAKSEHIR,0
5199,KAYSERISPOR,1,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,3
5200,HATAYSPOR,1,KASIMPASA,0
5201,GÖZTEPE A.Ş.,2,GAZIANTEPFK,2
5202,TRABZONSPOR,3,YENİ MALATYASPOR,1
5203,RIZESPOR,1,ALANYASPOR,1
5204,SIVASSPOR,0,ANKARAGUCU,0
5205,KONYASPOR,4,BESIKTAS,1
5206,GALATASARAY,0,FENERBAHCE,0
5207,FRAPORT-TAV ANTALYASPOR,1,YUKATEL DENİZLİSPOR,0
5208,ANKARAGUCU,0,KAYSERISPOR,1
5209,GAZIANTEPFK,1,TRABZONSPOR,1
5210,YENİ MALATYASPOR,1,FRAPORT-TAV ANTALYASPOR,0
5211,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,0,RIZESPOR,0
5212,BASAKSEHIR,0,GÖZTEPE A.Ş.,0
5213,FENERBAHCE,2,KARAGUMRUK,1
5214,YUKATEL DENİZLİSPOR,0,KONYASPOR,0
5215,ALANYASPOR,6,HATAYSPOR,0
5216,BESIKTAS,0,GENÇLERBİRLİĞİ,1
5217,KASIMPASA,1,GALATASARAY,0
5218,RIZESPOR,5,ANKARAGUCU,3
5219,KAYSERISPOR,1,SIVASSPOR,3
5220,KONYASPOR,1,YENİ MALATYASPOR,1
5221,TRABZONSPOR,0,BASAKSEHIR,2
5222,KARAGUMRUK,1,KASIMPASA,1
5223,FRAPORT-TAV ANTALYASPOR,1,GAZIANTEPFK,1
5224,GÖZTEPE A.Ş.,2,FENERBAHCE,3
5225,GALATASARAY,1,ALANYASPOR,2
5226,GENÇLERBİRLİĞİ,1,YUKATEL DENİZLİSPOR,2
5227,HATAYSPOR,3,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,0
5228,KASIMPASA,0,GÖZTEPE A.Ş.,0
5229,GAZIANTEPFK,1,KONYASPOR,0
5230,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1,GALATASARAY,2
5231,BASAKSEHIR,5,FRAPORT-TAV ANTALYASPOR,1
5232,YENİ MALATYASPOR,2,GENÇLERBİRLİĞİ,1
5233,ALANYASPOR,2,KARAGUMRUK,0
5234,FENERBAHCE,3,TRABZONSPOR,1
5235,SIVASSPOR,0,RIZESPOR,2
5236,YUKATEL DENİZLİSPOR,2,BESIKTAS,3
5237,ANKARAGUCU,2,HATAYSPOR,0
5238,KARAGUMRUK,5,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1
5239,TRABZONSPOR,3,KASIMPASA,4
5240,GENÇLERBİRLİĞİ,1,GAZIANTEPFK,1
5241,GALATASARAY,1,ANKARAGUCU,0
5242,RIZESPOR,1,KAYSERISPOR,0
5243,KONYASPOR,1,BASAKSEHIR,2
5244,BESIKTAS,1,YENİ MALATYASPOR,0
5245,HATAYSPOR,1,SIVASSPOR,1
5246,FRAPORT-TAV ANTALYASPOR,1,FENERBAHCE,2
5247,GÖZTEPE A.Ş.,1,ALANYASPOR,0
5248,GAZIANTEPFK,3,BESIKTAS,1
5249,KASIMPASA,2,FRAPORT-TAV ANTALYASPOR,2
5250,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1,GÖZTEPE A.Ş.,1
5251,ALANYASPOR,1,TRABZONSPOR,1
5252,FENERBAHCE,0,KONYASPOR,2
5253,ANKARAGUCU,2,KARAGUMRUK,2
5254,YENİ MALATYASPOR,2,YUKATEL DENİZLİSPOR,0
5255,KAYSERISPOR,0,HATAYSPOR,1
5256,BASAKSEHIR,2,GENÇLERBİRLİĞİ,1
5257,SIVASSPOR,1,GALATASARAY,2
5258,KARAGUMRUK,1,SIVASSPOR,1
5259,GENÇLERBİRLİĞİ,1,FENERBAHCE,5
5260,YUKATEL DENİZLİSPOR,0,GAZIANTEPFK,1
5261,BESIKTAS,3,BASAKSEHIR,2
5262,HATAYSPOR,2,RIZESPOR,2
5263,GÖZTEPE A.Ş.,3,ANKARAGUCU,1
5264,KONYASPOR,2,KASIMPASA,1
5265,TRABZONSPOR,1,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,0
5266,FRAPORT-TAV ANTALYASPOR,0,ALANYASPOR,2
5267,GALATASARAY,1,KAYSERISPOR,1
5268,ANKARAGUCU,0,TRABZONSPOR,1
5269,GAZIANTEPFK,2,YENİ MALATYASPOR,2
5270,BASAKSEHIR,3,YUKATEL DENİZLİSPOR,3
5271,RIZESPOR,0,GALATASARAY,4
5272,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,2,FRAPORT-TAV ANTALYASPOR,2
5273,ALANYASPOR,1,KONYASPOR,0
5274,KASIMPASA,2,GENÇLERBİRLİĞİ,0
5275,FENERBAHCE,3,BESIKTAS,4
5276,SIVASSPOR,0,GÖZTEPE A.Ş.,1
5277,KAYSERISPOR,0,KARAGUMRUK,0
5278,BESIKTAS,3,KASIMPASA,0
5279,GÖZTEPE A.Ş.,1,KAYSERISPOR,1
5280,GENÇLERBİRLİĞİ,2,ALANYASPOR,1
5281,KONYASPOR,2,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,0
5282,YENİ MALATYASPOR,1,BASAKSEHIR,1
5283,GALATASARAY,3,HATAYSPOR,0
5284,KARAGUMRUK,2,RIZESPOR,1
5285,FRAPORT-TAV ANTALYASPOR,1,ANKARAGUCU,0
5286,YUKATEL DENİZLİSPOR,0,FENERBAHCE,2
5287,TRABZONSPOR,1,SIVASSPOR,1
5288,KASIMPASA,3,YUKATEL DENİZLİSPOR,2
5289,HATAYSPOR,3,KARAGUMRUK,1
5290,KAYSERISPOR,0,TRABZONSPOR,0
5291,RIZESPOR,3,GÖZTEPE A.Ş.,2
5292,ANKARAGUCU,4,KONYASPOR,3
5293,FENERBAHCE,0,YENİ MALATYASPOR,3
5294,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,0,GENÇLERBİRLİĞİ,1
5295,ALANYASPOR,2,BESIKTAS,1
5296,BASAKSEHIR,1,GAZIANTEPFK,2
5297,SIVASSPOR,0,FRAPORT-TAV ANTALYASPOR,0
5298,KARAGUMRUK,2,GALATASARAY,1
5299,GÖZTEPE A.Ş.,0,HATAYSPOR,1
5300,TRABZONSPOR,2,RIZESPOR,1
5301,YENİ MALATYASPOR,2,KASIMPASA,0
5302,GAZIANTEPFK,3,FENERBAHCE,1
5303,GENÇLERBİRLİĞİ,1,ANKARAGUCU,1
5304,YUKATEL DENİZLİSPOR,1,ALANYASPOR,0
5305,BESIKTAS,4,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,0
5306,KONYASPOR,0,SIVASSPOR,1
5307,FRAPORT-TAV ANTALYASPOR,2,KAYSERISPOR,0
5308,HATAYSPOR,0,TRABZONSPOR,1
5309,GALATASARAY,3,GÖZTEPE A.Ş.,1
5310,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1,YUKATEL DENİZLİSPOR,2
5311,ALANYASPOR,1,YENİ MALATYASPOR,1
5312,KASIMPASA,0,GAZIANTEPFK,4
5313,FENERBAHCE,4,BASAKSEHIR,1
5314,SIVASSPOR,3,GENÇLERBİRLİĞİ,1
5315,KAYSERISPOR,1,KONYASPOR,2
5316,ANKARAGUCU,0,BESIKTAS,1
5317,RIZESPOR,2,FRAPORT-TAV ANTALYASPOR,1
5318,GÖZTEPE A.Ş.,1,KARAGUMRUK,1
5319,TRABZONSPOR,0,GALATASARAY,2
5320,GAZIANTEPFK,3,ALANYASPOR,1
5321,YENİ MALATYASPOR,1,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,3
5322,YUKATEL DENİZLİSPOR,1,ANKARAGUCU,2
5323,BASAKSEHIR,2,KASIMPASA,2
5324,GENÇLERBİRLİĞİ,3,KAYSERISPOR,2
5325,KONYASPOR,1,RIZESPOR,1
5326,BESIKTAS,3,SIVASSPOR,0
5327,FRAPORT-TAV ANTALYASPOR,0,HATAYSPOR,6
5328,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1,GAZIANTEPFK,1
5329,SIVASSPOR,2,YUKATEL DENİZLİSPOR,2
5330,ANKARAGUCU,3,YENİ MALATYASPOR,1
5331,ALANYASPOR,3,BASAKSEHIR,0
5332,HATAYSPOR,2,KONYASPOR,1
5333,GALATASARAY,0,FRAPORT-TAV ANTALYASPOR,0
5334,RIZESPOR,1,GENÇLERBİRLİĞİ,1
5335,KARAGUMRUK,1,TRABZONSPOR,2
5336,KAYSERISPOR,0,BESIKTAS,2
5337,KASIMPASA,0,FENERBAHCE,3
5338,GAZIANTEPFK,2,ANKARAGUCU,0
5339,YENİ MALATYASPOR,2,SIVASSPOR,2
5340,KONYASPOR,4,GALATASARAY,3
5341,YUKATEL DENİZLİSPOR,0,KAYSERISPOR,1
5342,BASAKSEHIR,1,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,0
5343,GENÇLERBİRLİĞİ,3,HATAYSPOR,1
5344,TRABZONSPOR,1,GÖZTEPE A.Ş.,0
5345,BESIKTAS,6,RIZESPOR,0
5346,FRAPORT-TAV ANTALYASPOR,3,KARAGUMRUK,1
5347,FENERBAHCE,2,ALANYASPOR,1
5348,SIVASSPOR,2,GAZIANTEPFK,1
5349,KAYSERISPOR,1,YENİ MALATYASPOR,0
5350,GÖZTEPE A.Ş.,0,FRAPORT-TAV ANTALYASPOR,1
5351,GALATASARAY,6,GENÇLERBİRLİĞİ,0
5352,KARAGUMRUK,2,KONYASPOR,1
5353,ANKARAGUCU,1,BASAKSEHIR,2
5354,RIZESPOR,1,YUKATEL DENİZLİSPOR,1
5355,HATAYSPOR,2,BESIKTAS,2
5356,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,0,FENERBAHCE,3
5357,ALANYASPOR,1,KASIMPASA,2
5358,GENÇLERBİRLİĞİ,1,KARAGUMRUK,3
5359,KONYASPOR,2,GÖZTEPE A.Ş.,3
5360,BASAKSEHIR,1,SIVASSPOR,1
5361,GAZIANTEPFK,2,KAYSERISPOR,1
5362,FRAPORT-TAV ANTALYASPOR,1,TRABZONSPOR,1
5363,YUKATEL DENİZLİSPOR,0,HATAYSPOR,2
5364,YENİ MALATYASPOR,4,RIZESPOR,1
5365,BESIKTAS,2,GALATASARAY,0
5366,KASIMPASA,1,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,2
5367,FENERBAHCE,3,ANKARAGUCU,1
5368,KAYSERISPOR,2,BASAKSEHIR,0
5369,GÖZTEPE A.Ş.,4,GENÇLERBİRLİĞİ,0
5370,TRABZONSPOR,3,KONYASPOR,1
5371,RIZESPOR,3,GAZIANTEPFK,0
5372,HATAYSPOR,1,YENİ MALATYASPOR,2
5373,GALATASARAY,6,YUKATEL DENİZLİSPOR,1
5374,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1,ALANYASPOR,1
5375,KARAGUMRUK,1,BESIKTAS,4
5376,ANKARAGUCU,1,KASIMPASA,0
5377,SIVASSPOR,1,FENERBAHCE,1
5378,GENÇLERBİRLİĞİ,1,TRABZONSPOR,2
5379,BASAKSEHIR,1,RIZESPOR,1
5380,KONYASPOR,0,FRAPORT-TAV ANTALYASPOR,0
5381,YENİ MALATYASPOR,0,GALATASARAY,1
5382,YUKATEL DENİZLİSPOR,1,KARAGUMRUK,2
5383,GAZIANTEPFK,1,HATAYSPOR,1
5384,BESIKTAS,2,GÖZTEPE A.Ş.,1
5385,KASIMPASA,2,SIVASSPOR,0
5386,ALANYASPOR,4,ANKARAGUCU,3
5387,FENERBAHCE,3,KAYSERISPOR,0
5388,YENİ MALATYASPOR,0,KARAGUMRUK,0
5389,GAZIANTEPFK,1,GALATASARAY,2
5390,KASIMPASA,0,KAYSERISPOR,1
5391,BASAKSEHIR,1,HATAYSPOR,5
5392,FENERBAHCE,1,RIZESPOR,0
5393,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1,ANKARAGUCU,0
5394,ALANYASPOR,3,SIVASSPOR,1
5395,YUKATEL DENİZLİSPOR,2,GÖZTEPE A.Ş.,1
5396,GENÇLERBİRLİĞİ,0,FRAPORT-TAV ANTALYASPOR,1
5397,BESIKTAS,1,TRABZONSPOR,2
5398,HATAYSPOR,1,FENERBAHCE,2
5399,GALATASARAY,3,BASAKSEHIR,0
5400,RIZESPOR,1,KASIMPASA,1
5401,SIVASSPOR,0,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,0
5402,KARAGUMRUK,2,GAZIANTEPFK,0
5403,KAYSERISPOR,1,ALANYASPOR,1
5404,KONYASPOR,0,GENÇLERBİRLİĞİ,0
5405,FRAPORT-TAV ANTALYASPOR,1,BESIKTAS,1
5406,GÖZTEPE A.Ş.,2,YENİ MALATYASPOR,2
5407,TRABZONSPOR,1,YUKATEL DENİZLİSPOR,0
5408,KASIMPASA,1,HATAYSPOR,4
5409,ALANYASPOR,2,RIZESPOR,1
5410,BASAKSEHIR,0,KARAGUMRUK,1
5411,FENERBAHCE,0,GALATASARAY,1
5412,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1,KAYSERISPOR,1
5413,ANKARAGUCU,1,SIVASSPOR,4
5414,YUKATEL DENİZLİSPOR,1,FRAPORT-TAV ANTALYASPOR,1
5415,BESIKTAS,1,KONYASPOR,0
5416,GAZIANTEPFK,2,GÖZTEPE A.Ş.,0
5417,YENİ MALATYASPOR,0,TRABZONSPOR,2
5418,RIZESPOR,0,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,2
5419,KAYSERISPOR,0,ANKARAGUCU,0
5420,TRABZONSPOR,1,GAZIANTEPFK,0
5421,KARAGUMRUK,1,FENERBAHCE,2
5422,KONYASPOR,2,YUKATEL DENİZLİSPOR,0
5423,HATAYSPOR,0,ALANYASPOR,0
5424,GALATASARAY,2,KASIMPASA,1
5425,GÖZTEPE A.Ş.,2,BASAKSEHIR,1
5426,GENÇLERBİRLİĞİ,0,BESIKTAS,3
5427,FRAPORT-TAV ANTALYASPOR,1,YENİ MALATYASPOR,1
5428,BASAKSEHIR,0,TRABZONSPOR,1
5429,KASIMPASA,3,KARAGUMRUK,2
5430,YENİ MALATYASPOR,2,KONYASPOR,3
5431,YUKATEL DENİZLİSPOR,1,GENÇLERBİRLİĞİ,0
5432,ALANYASPOR,0,GALATASARAY,1
5433,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1,HATAYSPOR,3
5434,SIVASSPOR,2,KAYSERISPOR,0
5435,GAZIANTEPFK,0,FRAPORT-TAV ANTALYASPOR,0
5436,FENERBAHCE,0,GÖZTEPE A.Ş.,1
5437,ANKARAGUCU,1,RIZESPOR,1
5438,KONYASPOR,0,GAZIANTEPFK,0
5439,GENÇLERBİRLİĞİ,1,YENİ MALATYASPOR,1
5440,BESIKTAS,3,YUKATEL DENİZLİSPOR,0
5441,HATAYSPOR,4,ANKARAGUCU,1
5442,KARAGUMRUK,2,ALANYASPOR,0
5443,RIZESPOR,0,SIVASSPOR,0
5444,FRAPORT-TAV ANTALYASPOR,0,BASAKSEHIR,0
5445,GALATASARAY,2,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,0
5446,GÖZTEPE A.Ş.,1,KASIMPASA,0
5447,TRABZONSPOR,0,FENERBAHCE,1
5448,GAZIANTEPFK,2,GENÇLERBİRLİĞİ,1
5449,YENİ MALATYASPOR,0,BESIKTAS,1
5450,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,2,KARAGUMRUK,2
5451,SIVASSPOR,1,HATAYSPOR,1
5452,BASAKSEHIR,1,KONYASPOR,1
5453,ANKARAGUCU,2,GALATASARAY,1
5454,KAYSERISPOR,2,RIZESPOR,1
5455,ALANYASPOR,1,GÖZTEPE A.Ş.,1
5456,KASIMPASA,1,TRABZONSPOR,2
5457,FENERBAHCE,1,FRAPORT-TAV ANTALYASPOR,1
5458,YUKATEL DENİZLİSPOR,3,YENİ MALATYASPOR,2
5459,BESIKTAS,2,GAZIANTEPFK,1
5460,KARAGUMRUK,0,ANKARAGUCU,1
5461,HATAYSPOR,1,KAYSERISPOR,3
5462,GENÇLERBİRLİĞİ,0,BASAKSEHIR,1
5463,GALATASARAY,2,SIVASSPOR,2
5464,TRABZONSPOR,1,ALANYASPOR,3
5465,FRAPORT-TAV ANTALYASPOR,1,KASIMPASA,1
5466,GÖZTEPE A.Ş.,3,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1
5467,KONYASPOR,0,FENERBAHCE,3
5468,BASAKSEHIR,2,BESIKTAS,3
5469,SIVASSPOR,1,KARAGUMRUK,0
5470,RIZESPOR,1,HATAYSPOR,0
5471,ALANYASPOR,4,FRAPORT-TAV ANTALYASPOR,0
5472,KAYSERISPOR,0,GALATASARAY,3
5473,ANKARAGUCU,3,GÖZTEPE A.Ş.,0
5474,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,0,TRABZONSPOR,0
5475,GAZIANTEPFK,2,YUKATEL DENİZLİSPOR,0
5476,FENERBAHCE,1,GENÇLERBİRLİĞİ,2
5477,KASIMPASA,1,KONYASPOR,1
5478,KARAGUMRUK,3,KAYSERISPOR,0
5479,GALATASARAY,3,RIZESPOR,4
5480,GENÇLERBİRLİĞİ,2,KASIMPASA,1
5481,GÖZTEPE A.Ş.,3,SIVASSPOR,5
5482,YENİ MALATYASPOR,2,GAZIANTEPFK,2
5483,TRABZONSPOR,4,ANKARAGUCU,1
5484,FRAPORT-TAV ANTALYASPOR,3,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1
5485,KONYASPOR,1,ALANYASPOR,0
5486,YUKATEL DENİZLİSPOR,0,BASAKSEHIR,0
5487,BESIKTAS,1,FENERBAHCE,1
5488,KAYSERISPOR,1,GÖZTEPE A.Ş.,1
5489,SIVASSPOR,0,TRABZONSPOR,0
5490,RIZESPOR,0,KARAGUMRUK,0
5491,HATAYSPOR,3,GALATASARAY,0
5492,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1,KONYASPOR,2
5493,ANKARAGUCU,1,FRAPORT-TAV ANTALYASPOR,0
5494,ALANYASPOR,1,GENÇLERBİRLİĞİ,2
5495,BASAKSEHIR,3,YENİ MALATYASPOR,1
5496,KASIMPASA,1,BESIKTAS,0
5497,FENERBAHCE,1,YUKATEL DENİZLİSPOR,0
5498,GÖZTEPE A.Ş.,2,RIZESPOR,0
5499,KARAGUMRUK,1,HATAYSPOR,0
5500,TRABZONSPOR,1,KAYSERISPOR,1
5501,GENÇLERBİRLİĞİ,1,BÜYÜKŞEHİR BELEDİYE ERZURUMSPOR,1
5502,KONYASPOR,1,ANKARAGUCU,1
5503,FRAPORT-TAV ANTALYASPOR,2,SIVASSPOR,4
5504,BESIKTAS,3,ALANYASPOR,0
5505,YUKATEL DENİZLİSPOR,1,KASIMPASA,1
5506,GAZIANTEPFK,2,BASAKSEHIR,0
